Date,Stock_symbol,Lsa_summary,sentiment
2023-12-06 00:00:00 UTC,AAPL,"The #1 AI Investment Might Be This Company You’ve Never Heard Of The Rich Use This Income Secret (NOT Dividends) Far More Than Regular Investors The post Decoding Apple’s Stock Trajectory: Time to Buy, Hold, or Sell AAPL? InvestorPlace - Stock Market News, Stock Advice & Trading Tips Like other “Magnificent Seven” stocks, Apple (NASDAQ:AAPL) shares rallied during November. During the month, AAPL stock rose from $171 to around $190 per share, representing around an 11% increase in the span of a few weeks.",4.0
2023-12-05 00:00:00 UTC,AAPL,"Coined by Bank of America analyst Michael Hartnett, the stocks consist of Alphabet (GOOG , GOOGL), Amazon (AMZN), Apple (AAPL), Meta Platforms (META), Microsoft (MSFT), Nvidia (NVDA) and Tesla (TSLA). There are a range of opinions as to whether there are value still be gained in these stocks, which have already been stellar performers, but while their collective valuation might have gotten a bit stretched, their leadership in the markets is undeniable. The reason for their collective popularity, which can’t be overstated, stems from their exposure to high-growth technologies, such as high-end software and hardware, cloud computing and artificial intelligence.",3.0
2023-12-04 00:00:00 UTC,AAPL,"Taiwan's Foxconn 2317.TW and Pegatron 4938.TW halted Apple AAPL.O iPhone production at their facilities near Chennai due to heavy rains, sources familiar with the matter said on Monday. Cyclone Michaung is expected to hit the coast of Andhra Pradesh state around 11 a.m. local time (0530 GMT), the weather office said, gusting in with winds of up to 110 kph (70 mph). In Tamil Nadu's capital Chennai, a major electronics and manufacturing hub, floodwaters swept away cars and submerged a runway, triggering the shutdown of one of India's busiest airports until Tuesday morning.",2.0
2023-12-03 00:00:00 UTC,AAPL,"Buffett's Berkshire Hathaway (NYSE: BRK.B) and technology giant Microsoft (NASDAQ: MSFT) might be as strong a long-term bet as you'll find in the market, and you can buy both for under $2,500. Berkshire's earnings based on generally accepted accounting principles (GAAP) fluctuate because of how many moving pieces the company has, but owning the stock is as close as you can get to having Buffett invest on your behalf. Microsoft's financials are considered so strong that the company has a coveted AAA credit rating from Standard & Poor's, higher than that of the U.S. government!",5.0
2023-12-02 00:00:00 UTC,AAPL,"Furthermore, clients can sell their datasets on the Snowflake marketplace, which is incredibly useful for developing an AI model if you don't have the raw data. Berkshire Hathaway bought Snowflake stock at its IPO and hasn't sold a share since, showing its confidence in its future. AWS is a sleeping giant that will benefit tremendously from AI investment, and its improving margin picture will continue to make Amazon an attractive stock.",4.0
2023-12-01 00:00:00 UTC,AAPL,"Apple Apple (AAPL) had seven unusually active options on Thursday, with Vol/OI ratios ranging from a low of 1.30 to a high of 8.87. So, based on yesterday’s closing price of $189.95, AAPL stock has to rise by 2.6% or $5.02 in the next week to double your money on the $187.50 call. As I write this, AAPL stock is up $1.40 in Friday trading, getting you nearly three-quarters of the way to the $1.92 bump needed on the $197.50 call.",3.0
2023-11-30 00:00:00 UTC,AAPL,"Berkshire also owns dozens of other businesses including the BNSF railroad and Geico car insurer, and big stakes in Apple AAPL.O, Bank of America BAC.N and other stocks. By Jonathan Stempel Nov 30 (Reuters) - A Delaware judge said she will decide by Friday whether to give Warren Buffett's Berkshire Hathaway BRKa.N a January trial date over a dispute of how to value truck stop operator Pilot Travel Centers, alongside a related lawsuit by the billionaire Haslam family. At a Thursday hearing in Delaware Chancery Court, Vice Chancellor Morgan Zurn told Berkshire's lawyer Craig Jennings Lavoie: ""I am going to get you an answer by the end of the day tomorrow"" on whether both cases can be tried together.",2.0
2023-11-29 00:00:00 UTC,AAPL,"The term, coined by Bank of America analyst Michael Hartnett, is used to describe Apple (NASDAQ: AAPL), Microsoft (NASDAQ: AAPL), Alphabet (NASDAQ: GOOG)(NASDAQ: GOOGL), Amazon (NASDAQ: AMZN), Nvidia (NASDAQ: NVDA), Meta Platforms (NASDAQ: META), and Tesla (NASDAQ: TSLA). AAPL data by YCharts A focus on growth instead of value and income If you're interested in the Magnificent Seven, chances are you are interested in growth and dominant industry-leading companies, and are willing to pay a premium price for a stock relative to the market. But Visa and Mastercard are on the growth side of the financial spectrum, more so than Berkshire's property and casualty insurance business or a diversified bank like JPMorgan.",5.0
2023-11-28 00:00:00 UTC,AAPL,"Looking at individual holdings, Apple Inc (AAPL) accounts for about 4.49% of total assets, followed by Microsoft Corp (MSFT) and Berkshire Hathaway Inc Class B (BRK/B). Click to get this free report Schwab Fundamental U.S. Large Company Index ETF (FNDX): ETF Research Reports Apple Inc. (AAPL) : Free Stock Analysis Report Microsoft Corporation (MSFT) : Free Stock Analysis Report Vanguard Value ETF (VTV): ETF Research Reports iShares Russell 1000 Value ETF (IWD): ETF Research Reports To read this article on Zacks.com click here. You should consider the Schwab Fundamental U.S. Large Company Index ETF (FNDX), a passively managed exchange traded fund launched on 08/13/2013.",3.0
2023-11-27 00:00:00 UTC,AAPL,"In fact, shares of several big tech companies, including Apple (AAPL) and Amazon (AMZN), were priced below $5 when they first went public on the stock market. For investors with a higher risk appetite who like a bargain, investing in cheap penny stocks can be a tempting way to speculate on potentially outsized returns. While SHOT is best reserved for those with robust risk appetites for now, any new ratings or legitimate analyst attention from Wall Street could potentially draw some new buyers to the wellness-focused penny stock in the near term.",2.0
2023-11-26 00:00:00 UTC,AAPL,"APPLE INC (AAPL) is a large-cap growth stock in the Communications Equipment industry. Below is Validea's guru fundamental report for APPLE INC (AAPL). Of the 22 guru strategies we follow, AAPL rates highest using our Twin Momentum Investor model based on the published strategy of Dashan Huang.",5.0
2023-11-25 00:00:00 UTC,AAPL,"By comparison, Apple (NASDAQ: AAPL) stock, which has pole-vaulted to 50% of Berkshire's public equity portfolio, was a reasonable valuation for a while. All told, Berkshire's reasons for not buying more P&G in years past, and its decision to sell the position today, may come down to Buffett and his team preferring other opportunities, including Apple and its own stock. This shows that even in the consumer staples industry, there is an element of brand and pricing power that can give a company like P&G a lever to pull to offset high inflation.",4.0
2023-11-24 00:00:00 UTC,AAPL,"Last year, shoppers looking for Apple's AAPL.O iPhone 14 Pro and iPhone 14 Pro Max returned empty handed as the technology company struggled with production snafus in China. Best Buy kicked off its Black Friday deals in late October with offers such as its Play Station 5 for $499.99 bundled with either ""Call of Duty: Modern Warfare III"" or Marvel's ""Spider-Man 2"", though the retailer on Tuesday forecast a bigger decline in annual comparable sales and pointed to ""difficult to predict"" consumer demand. The strike's organizer Make Amazon Pay expects ""thousands of workers"" to participate with the hopes of causing friction to the e-retail giant's supply chain, which sees peak demand during the holiday shopping season.",2.0
2023-11-23 00:00:00 UTC,AAPL,"When Apple (NASDAQ:AAPL) became the first company to cross that threshold in 2018, there was a lot of hoopla surrounding the event. The combination of Pioneer’s low-cost operations and Exxon’s technology could result in reduced greenhouse gas emissions and more oil per well produced. More From InvestorPlace ChatGPT IPO Could Shock the World, Make This Move Before the Announcement Musk’s “Project Omega” May Be Set to Mint New Millionaires.",3.0
2023-11-22 00:00:00 UTC,AAPL,"Looking at individual holdings, Apple Inc. (AAPL) accounts for about 22.72% of total assets, followed by Microsoft Corp. (MSFT) and Nvidia Corp. (NVDA). Click to get this free report Vanguard Information Technology ETF (VGT): ETF Research Reports Apple Inc. (AAPL) : Free Stock Analysis Report Microsoft Corporation (MSFT) : Free Stock Analysis Report NVIDIA Corporation (NVDA) : Free Stock Analysis Report Technology Select Sector SPDR ETF (XLK): ETF Research Reports iShares U.S. Technology ETF (IYW): ETF Research Reports To read this article on Zacks.com click here. Passively managed ETFs are becoming increasingly popular with institutional as well as retail investors due to their low cost, transparency, flexibility and tax efficiency.",3.0
2023-11-21 00:00:00 UTC,AAPL,"As one of the top consumer technology companies in the world, Apple (NASDAQ:AAPL) faces a distinct conundrum. I am bullish on AAPL stock for its resilience under pressure. Breaking Down AAPL's Recent Results For starters, Apple’s most recent earnings print for its fourth quarter of Fiscal 2023 provided a confidence boost for investors.",3.0
2023-11-20 00:00:00 UTC,AAPL,"VIDEO: Dow Analyst Moves: AAPL The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc. The latest tally of analyst opinions from the major brokerage houses shows that among the 30 stocks making up the Dow Jones Industrial Average, Apple is the #12 analyst pick. Apple also comes in above the median of analyst picks among the broader S&P 500 index components, claiming the #149 spot out of 500.",2.0
2023-11-19 00:00:00 UTC,AAPL,"APPLE INC (AAPL) is a large-cap growth stock in the Communications Equipment industry. Below is Validea's guru fundamental report for APPLE INC (AAPL). Of the 22 guru strategies we follow, AAPL rates highest using our Twin Momentum Investor model based on the published strategy of Dashan Huang.",5.0
2023-11-18 00:00:00 UTC,AAPL,"Apple (NASDAQ: AAPL) is the largest company in the world -- worth nearly $3 trillion -- and many investors own a lot of its stock whether they know it or not. AAPL PE Ratio data by YCharts Normally, 30 times earnings would indicate that a stock is growing much faster than the market, but with Wall Street analysts expecting 6% revenue growth in fiscal 2024, it's not looking great for the stock. But here's the question: Is it worth buying additional shares of Apple if so many investors are already heavily weighted to it through their ownership of an index fund?",2.0
2023-11-17 00:00:00 UTC,AAPL,"Apple Inc. (AAPL) is +0.09 at $189.78, with 3,138,577 shares traded. As reported by Zacks, the current mean recommendation for AAPL is in the ""buy range"". As reported by Zacks, the current mean recommendation for MATV is in the ""strong buy range"".",3.0
2023-11-16 00:00:00 UTC,AAPL,"The European Union in September picked 22 ""gatekeeper"" services, run by six tech companies - Microsoft MSFT.O, Apple AAPL.O, Alphabet's GOOGL.O Google, Amazon AMZN.O, Meta and ByteDance's TikTok. By Supantha Mukherjee STOCKHOLM, Nov 16 (Reuters) - TikTok on Thursday joined Meta META.O in appealing against the ""gatekeeper"" status under the Digital Markets Act (DMA), an EU law that brings in tougher rules for tech companies and makes it easier for users to move between competing services. Under the DMA, companies with more than 45 million monthly active users and a market capitalisation of 75 billion euros are considered gatekeepers providing a core platform service.",3.0
2023-11-15 00:00:00 UTC,AAPL,"Among the largest underlying components of TQQQ, in morning trading today Apple is up about 0.5%, and Microsoft is up by about 0.4%. And on a percentage change basis, the ETF with the biggest outflow was the KSET ETF, which lost 200,000 of its units, representing a 33.3% decline in outstanding units compared to the week prior. VIDEO: TQQQ, KSET: Big ETF Outflows The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",2.0
2023-11-14 00:00:00 UTC,AAPL,"Berkshire has since exited that position, but it laid the foundation for another one: Apple (NASDAQ: AAPL). Buffett called attention to those qualities during a CNBC interview earlier this year: ""If you're an Apple user and somebody offers you $10,000, but the only proviso is they'll take away your iPhone and you'll never be able to buy another, you're not going to take it."" That creates a path to mid-single-digit growth in device revenue in the coming years as the broader consumer electronics market is expected to grow at 6.6% annually through 2030, according to Grand View Research.",5.0
2023-11-13 00:00:00 UTC,AAPL,"Looking at individual holdings, Apple Inc (AAPL) accounts for about 6.74% of total assets, followed by Microsoft Corp (MSFT) and Nvidia Corp (NVDA). Click to get this free report Schwab U.S. Large-Cap ETF (SCHX): ETF Research Reports Apple Inc. (AAPL) : Free Stock Analysis Report Microsoft Corporation (MSFT) : Free Stock Analysis Report NVIDIA Corporation (NVDA) : Free Stock Analysis Report SPDR S&P 500 ETF (SPY): ETF Research Reports iShares Core S&P 500 ETF (IVV): ETF Research Reports To read this article on Zacks.com click here. It has amassed assets over $33.49 billion, making it one of the largest ETFs attempting to match the Large Cap Blend segment of the US equity market.",3.0
2023-11-12 00:00:00 UTC,AAPL,"Then Apple’s (AAPL) iPhone put the power of the internet in the palm of our hand. For this mammoth project, the firm is teaming up with Jony Ive – the lead designer of the original iPhone – and Softbank CEO Masa Son – the world’s largest tech investor. But in Humane’s recent presentation, one of the firm’s founders used the pin to take a call, translate English to French, ask about the health specifications of a candy bar, and summarize the daily news.",4.0
2023-11-11 00:00:00 UTC,AAPL,"While that delivered consistent growth, Chriss sees players like Apple (NASDAQ:AAPL) grabbing share in the future. As of this writing, Dana Blankenhorn had a LONG position in AAPL. It’s up to Alex Chriss, hired away from Intuit (NASDAQ:INTU) as CEO in August, to change the story on PYPL stock.",3.0
2023-11-10 00:00:00 UTC,AAPL,"Apple (NASDAQ: AAPL) and Disney (NYSE: DIS) haven't had it easy in 2023, with their stocks tumbling 7% and 5%, respectively, since the start of July. Moreover, while consumers haven't been keen to upgrade their devices amid spikes in inflation, Apple has still profited significantly from the digital services it offers through its products. Then, an economic downturn in 2022 made it costly to expand in the streaming market, triggering countless restructuring moves to get the company back on track.",2.0
2023-11-09 00:00:00 UTC,AAPL,"The company, which develops and licences semiconductor intellectual property to tech giants including Apple AAPL.O, was set to erase more than $4 billion from its market value. By Arsheeya Bajwa Nov 9 (Reuters) - Shares of Arm Holdings ARM.O sank 8% on Thursday after a delay in a large deal hampered the company's quarterly forecast in the first earnings since its float in September. Several analysts raised questions about the valuation of the company, which is grappling with uncertainty stemming from new accounting rules on how revenue from large, multi-year license deals must be recognized in its books.",1.0
2023-11-08 00:00:00 UTC,AAPL,"Adds details on Apple's environmental efforts in paragraphs 5-10 Nov 8 (Reuters) - Apple AAPL.O does not charge more to account for its carbon reduction efforts on its widely-used consumer technology products, its top executive for sustainability said on Wednesday at the Reuters NEXT conference in New York. “We don’t factor in a premium to take care of the work that we’re doing,"" Apple Vice President Lisa Jackson said in an interview with Reuters Editor-in-Chief Alessandra Galloni. Apple, with a roughly $2.8 trillion market capitalization, which makes it the world's most valuable publicly traded company, wants to show a way forward that can apply to other businesses, Jackson said.",4.0
2023-11-07 00:00:00 UTC,AAPL,"Megacap growth names such as Microsoft MSFT.O, Apple AAPL.O and Amazon.com AMZN.O rose between 1.1% and 2.2%, helping the tech-heavy Nasdaq .IXIC outperform peers. By Amruta Khandekar and Shristi Achar A Nov 7 (Reuters) - Wall Street's main indexes climbed on Tuesday following a choppy start to the session as falling U.S. Treasury yields supported megacap growth stocks, while investors awaited more commentary by Federal Reserve officials to gauge the interest rate path. Five of the 11 major S&P 500 sectors traded higher, with information technology .SPLRCT, consumer discretionary .SPLRCD and communication services .SPLRCL leading gains.",4.0
2023-11-06 00:00:00 UTC,AAPL,"Taking into account individual holdings, Home Depot Inc. (HD) accounts for about 5.07% of the fund's total assets, followed by Microsoft Corp. (MSFT) and Apple Inc. (AAPL). Click to get this free report ALPS (OUSA): ETF Research Reports Apple Inc. (AAPL) : Free Stock Analysis Report Microsoft Corporation (MSFT) : Free Stock Analysis Report The Home Depot, Inc. (HD) : Free Stock Analysis Report Vanguard Value ETF (VTV): ETF Research Reports iShares Russell 1000 Value ETF (IWD): ETF Research Reports To read this article on Zacks.com click here. Launched on 07/14/2015, the ALPS (OUSA) is a smart beta exchange traded fund offering broad exposure to the Style Box - Large Cap Value category of the market.",3.0
2023-11-05 00:00:00 UTC,AAPL,"Outside of the Fed, perhaps the biggest news last week was the Apple (AAPL) earnings report. The ride-share giant could give us an insight into how the economy is truly working by looking at some of the metrics inside their report and by watching their forward guidance. Any conflict between OPEC and the West could be bad not just for the markets but for consumers in general as they could use oil production as a key bargaining chip.",2.0
2023-11-04 00:00:00 UTC,AAPL,"Adds details from results Nov 4 (Reuters) - Warren Buffett's Berkshire Hathaway Inc BRKa.N on Saturday posted its first overall quarterly loss in a year as the prices of Apple AAPL.O and other stocks it owns fell, but said improvement inits insurance operations boosted operating profit to a record. Berkshire also slowed repurchases of its own stock, buying back $1.1 billion in the third quarter. The conglomerate also owns dozens of other businesses including the BNSF railroad, several energy companies, Dairy Queen ice cream, Duracell batteries, Fruit of the Loom underwear and See's candies.",1.0
2023-11-03 00:00:00 UTC,AAPL,"* U.S. stocks higher in late morning trading * U.S. job growth slower than expected in Oct * Oil prices lower (Updates with late morning U.S. markets activity, adds NEW YORK dateline) By Caroline Valetkevitch and Harry Robertson NEW YORK/LONDON, Nov 3 (Reuters) - Global stock indexes rose, the dollar weakened and benchmark 10-year U.S. Treasury yields fell to five-week lows on Friday after data showed U.S. job growth slowed more than expected in October, underscoring views that the Federal Reserve may be done hiking interest rates. Two-year yields also were the lowest since early September after the data, which showed U.S. job growth slowed in part as strikes by the United Auto Workers (UAW) union against Detroit's ""Big Three"" car makers depressed manufacturing payrolls. http://tmsnrt.rs/2egbfVh Global asset performance http://tmsnrt.rs/2yaDPgn Asian stock markets https://tmsnrt.rs/2zpUAr4 World stocks set for biggest weekly rise in a year https://tmsnrt.rs/3SsLId4 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^> (Reporting by Caroline Valetkevitch in New York and Harry Robertson in London; additional reporting by Chibuike Oguh in New York; editing by Jacqueline Wong, Miral Fahmy, Alison Williams and Mark Heinrich) ((caroline.valetkevitch@thomsonreuters.com)) ((To read Reuters Markets and Finance news, click on https://www.reuters.com/finance/markets For the state of play of Asian stock markets please click on: )) Keywords: GLOBAL MARKETS/ (WRAPUP 4, PIX) The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.",3.0
2023-11-02 00:00:00 UTC,AAPL,"Apple Inc. (AAPL) is +0.46 at $178.03, with 2,821,500 shares traded. Smarter Analyst Reports: Marqeta Expands Partnership with Klarna Bank; Shares Gain 6.5% Pre-Market Over the last four weeks they have had 3 up revisions for the earnings forecast, for the fiscal quarter ending Sep 2024.",4.0
2023-11-01 00:00:00 UTC,AAPL,"Apple’s AAPL fourth-quarter fiscal 2023 results, to be reported on Nov 2, are expected to reflect the impacts of the sluggishness in the Mac and iPad shipments, as well as slowing momentum in the Services business. Click to get this free report Apple Inc. (AAPL) : Free Stock Analysis Report HP Inc. (HPQ) : Free Stock Analysis Report Dell Technologies Inc. (DELL) : Free Stock Analysis Report Lenovo Group Ltd. (LNVGY) : Free Stock Analysis Report To read this article on Zacks.com click here. Apple expects revenues for both Mac and iPad to decline double digits on a year-over-year basis in the to-be-reported quarter.",2.0
2023-10-31 00:00:00 UTC,AAPL,"That group consists of Apple Inc. (NASDAQ: AAPL), Microsoft Corp. (NASDAQ: MSFT), Alphabet Inc. (NASDAQ: GOOGL), Amazon.com Inc. (NASDAQ: AMZN), Nvidia Corp. (NASDAQ: NVDA), Tesla Inc. (NASDAQ: TSLA) and Meta Platforms Inc. (NASDAQ: META). Meta and Alphabet are the top two most heavily weighted stocks in the Communication Services Select Sector SPDR Fund (NYSEARCA: XLC), which was down 5.13% the week ending October 27. In addition, growth and tech companies are more vulnerable to higher yields, as their typically robust projected future cash flows are valued less highly when investors can earn more from risk-free government bonds.",2.0
2023-10-30 00:00:00 UTC,AAPL,"Investors also await quarterly results from companies including McDonald's MCD.N, Apple AAPL.O, Pfizer PFE.N and Eli Lilly LLY.N, with the third-quarter earnings season having reached the halfway point. Israeli troops stepped up ground operations in Gaza early on Monday, with Palestinians in the enclave reporting fierce air and artillery strikes as the conflict entered its fourth week. With inflation gradually easing in the United States, the Federal Reserve is widely expected to keep interest rates unchanged at the end of its policy meeting on Nov. 1, according to the CME Group's Fedwatch tool.",3.0
2023-10-29 00:00:00 UTC,AAPL,"There's no question that Apple's (NASDAQ: AAPL) iPhone has changed the world. AAPL data by YCharts With a return of 3,830%, if you had invested $10,000 in Apple on June 29, 2007, you would now have $383,000, With dividends reinvested, that figure would improve to $469,000. The smartphone is bolstered by complementary devices like AirPods and the Apple Watch, as well as its services business, which has driven much of the company's profit growth in recent years.",5.0
2023-10-28 00:00:00 UTC,AAPL,"Third-quarter 2023 results showed continued improvements across the board for the business, and the single-digit price-to-earnings multiple and dividend yield of over 7% now seem too good to pass up. After all, the newsletter they have run for over a decade, Motley Fool Stock Advisor, has tripled the market. * They just revealed what they believe are the ten best stocks for investors to buy right now... and Verizon Communications wasn't one of them!",4.0
2023-10-27 00:00:00 UTC,AAPL,"But I think that narrative was so strong and it echoes so much with what Sundar Pichai was saying, saying, look, this is something we don't want to get caught in because we are essentially saying, if we're the default, we own this and so we get all the advertising revenue and we're going to pay Apple to play a little bit along with us here. I think it's more like Dylan, we've seen a huge number of layoffs and you have some IT firms that are unwilling as business picks up to hire back at the same pace because they may be automating some of those jobs that previously were held by a person. Mary Long cut up with Motley Fool senior analyst Samneet Deo, for a chat about the business and the competitors in the race to the front of a line.",3.0
2023-10-26 00:00:00 UTC,AAPL,"Apple Shares in Apple (NASDAQ: AAPL) tumbled almost 12% since the start of August after posting a 1% year-over-year decline in revenue for the third quarter of 2023. However, a boom in artificial intelligence (AI) has made Wall Street optimistic about the industry again, with many companies enjoying double-digit stock growth in 2023. The company's nearly unrivaled dominance in consumer tech and loyalty from users enabled it to snap up leading market shares in most of its product categories.",2.0
2023-10-25 00:00:00 UTC,AAPL,"Other megacaps including Apple AAPL.O and Amazon.com AMZN.O fell 1% and 4.8%, respectively, as Treasury yields climbed after data showed accelerating in September, affirming expectations of prolonged high interest rates heading into 2024. By Ankika Biswas and Shashwat Chauhan Oct 25 (Reuters) - The tech-heavy Nasdaq and the S&P 500 dropped on Wednesday as Alphabet slumped after its cloud division missed revenue estimates, while other mega-cap stocks were also pressured by rising U.S. Treasury yields. Israel has agreed to delay an expected invasion of Gaza for now so that the United States can rush missile defences to the region to protect U.S. troops there, the Wall Street Journal reported on Wednesday, citing U.S. and Israeli officials.",2.0
2023-10-24 00:00:00 UTC,AAPL,"Adds further comments from spokesperson, paragraphs 11-14 BEIJING, Oct 25 (Reuters) - Taiwanese companies should assume their social responsibilities and play a ""positive role"" in promoting the peaceful development of relations across the Taiwan Strait, China's government said on Wednesday, amid a probe into major Apple supplier Foxconn. The Chinese government has not officially confirmed the investigations, first reported by nationalistic, state-backed tabloid the Global Times on Sunday. Asked about the investigation at a routine news conference in Beijing, Zhu Fenglian, a spokesperson for China's Taiwan Affairs Office, did not confirm the probe or refer to Foxconn.",2.0
2023-10-23 00:00:00 UTC,AAPL,"Nvidia, AMD and Qualcomm's efforts could shake up a PC industry that Intel long dominated but which is under increasing pressure from Apple AAPL.O. Nvidia has quietly begun designing central processing units (CPUs) that would run Microsoft’s MSFT.O Windows operating system and use technology from Arm HoldingsO9Ty.F, ARM.O, two people familiar with the matter told Reuters. Microsoft's plans take aim at Apple, which has nearly doubled its market share in the three years since releasing its own Arm-based chips in-house for its Mac computers, according to preliminary third-quarter data from research firm IDC.",3.0
2023-10-22 00:00:00 UTC,AAPL,"Recasts, adds details TAIPEI, Oct 23 (Reuters) - Shares in Taiwan's Foxconn 2317.TW, a major supplier of Apple's AAPL.O iPhones, dropped as much as 3% on Monday after a report that the company is the subject of tax audits and land use probes in China. The Global Times did not give details of the tax or land use probes, which have not been officially announced by any Chinese government department. He has accused Taiwan's ruling Democratic Progressive Party of taking the island to the brink of war with China by its hostile policies and that only he, with his extensive business and personal contacts in China and the United States, can maintain peace.",2.0
2023-10-21 00:00:00 UTC,AAPL,"Apple (NASDAQ: AAPL) shares have soared close to 40%, while Microsoft (NASDAQ: MSFT) stock is up around 23%. Things changed, however, after Novo Nordisk announced positive results on Aug. 8 for semaglutide in reducing the risk of major cardiovascular events in overweight or obese adults. An interim analysis found that semaglutide was so effective in slowing the progression of renal impairment in patients with type 2 diabetes and chronic kidney disease that the trial didn't need to continue.",4.0
2023-10-20 00:00:00 UTC,AAPL,"For that fee, investors get a fund that holds 319 stocks, including prominent tech names such as Apple (NASDAQ:AAPL), Nvidia (NASDAQ:NVDA) and Adobe (NASDAQ:ADBE) — to name a few. On the date of publication, Joel Baglole held long positions in NVDA, AAPL and MSFT. Generally speaking, mutual funds provide investors with broad exposure to a basket of stocks selected by a professional and actively managed.",3.0
